Company Name,Website,Company Description,Industry,Founder Name,Founder LinkedIn ,Founded,Team Size,Location,Socials
Standard Data,https://www.standarddata.com/,"Rebuilding the supply of the American manufacturing workforce. Standard Data builds interactive copilots for highly skilled manufacturing roles. U.S. manufacturing is in crisis. Despite surging growth, by 2030 the United States will have 4 million unfilled roles. Automation will not be capable of replacing these skilled roles - to create a safe, prosperous future, we must secure the next generation of manufacturing talent.","Education, Recruiting, Manufacturing","John Robison, Shaashwat Sharma","https://www.linkedin.com/in/john-robison-b891a7303, https://www.linkedin.com/in/shaashwat-sharma-b0a516195",2024,2,San Francisco,https://www.linkedin.com/company/standard-data-incorporated/
Affil.ai,https://affil.ai/,"AI Affiliate Network For Financial Companies that helps companies like Capital One manage their affiliate content creators and ensure compliance while improving efficiency. It leverages AI to automate affiliate compliance, monitoring, and management.","saas, b2b, compliance, marketing, ai","John Ta, Vivek Olumbe","https://www.linkedin.com/in/johnta2000/, https://www.linkedin.com/in/vivek-olumbe/",2024,2,San Francisco,https://www.linkedin.com/company/affilai
Doublezero,https://doublezero.tech,"Doublezero is a platform that provides developers with everything they need to build, operate, and monetize autonomous agents. Developers can focus on creating tools while Doublezero handles reasoning frameworks, state management, analytics, monetization, and a runner UI. Users can interact with agents through a powerful UI that allows play, pause, rewind, and human intervention, and discover or share agents and tools through an integrated marketplace.","developer-tools, infrastructure, ai","Albrey Brown, Scott Moss, Travis Ueki","https://www.linkedin.com/in/albreybrown/,https://www.linkedin.com/in/willscottmoss/,https://www.linkedin.com/in/travis-ueki/",2025,2,N/A,https://twitter.com/albreybrown
TaxGPT,https://www.taxgpt.com,"AI tax assistant for professionals and businesses, increasing tax firm's productivity and profitability by 10x by automating tax research, client communication, onboarding flows and secure document collection.","fintech, b2b, ai","Kashif Ali, Isabella Maceda-Ali","https://linkedin.com/in/chkashifali, https://linkedin.com/in/imaceda",2023,11,San Francisco,https://linkedin.com/company/taxgpt
Intryc,https://intryc.com,Intryc uses AI to automate quality assurance for customer support,"customer-success, analytics, customer-support, operations","Alex Marantelos, Dimitrios Ilias, George Pastakas","https://www.linkedin.com/in/alexmarantelos/, https://www.linkedin.com/in/dimilias/, https://www.linkedin.com/in/georgepastakas/",2023,9,San Francisco,https://www.linkedin.com/company/intryc/
Passage,https://www.trypassage.com/,"Passage is a co-pilot for the customs brokering space. Today, companies employ entire teams of customs brokers and entry writers who spend hours keying in data and corresponding with clients. With our co-pilot, we plan to streamline this tedious data entry work, and email correspondence, making compliance teams significantly more efficient.","generative-ai, b2b, logistics, transportation, ai","Terrell Marshall, Aditya Nadkarni","https://linkedin.com/in/terrellm, https://linkedin.com/in/aditya-nadkarni",2024,2,San Francisco,https://linkedin.com/in/terrellm
Augment Inc.,https://hireroger.com,"Augment automates business roles like sales and accounting with AI, building AI-powered tools to automate company operations, starting with Roger—an intelligent CRM that acts as your AI-powered sales team.",AI / Business Automation,Rithwik Pattikonda,https://www.linkedin.com/in/rithwikpattikonda,2024,2,N/A,https://www.linkedin.com/company/augmentbiz/
Remo,https://getremo.ai,AI for compliance teams at banks,Financial Services,"Rabii Malik, Hashim Rehman","https://linkedin.com/in/rabii-malik, https://linkedin.com/in/hashimrehman",2024,3,"Dubai, Dubai, AE",https://linkedin.com/company/getremo/
Usul,https://www.usul.com,Usul is the all-in-one platform to win defense contracts. We help governments adopt defense technologies faster than ever before.,Defense Technology,"Jarren Reid, Oliver Gomez, Joonghyun Lee","https://linkedin.com/in/jarrenreid, https://www.linkedin.com/in/oliveragomez/, https://www.linkedin.com/in/joonghyun-lee/",2024,3,"San Francisco, CA, US",https://www.linkedin.com/company/usul1
Freestyle,https://www.freestyle.sh,Build exceptional infrastructure with just JavaScript.,"developer-tools, open-source, web-development, cloud-computing","Benjamin Swerdlow, Jacob Zwang","https://www.linkedin.com/in/benswerdlow/, https://www.linkedin.com/in/jacobzwang/",2024,5,San Francisco,https://github.com/freestyle-sh
Plume,http://www.plumefinder.com,"Plume is an energy renovation copilot that helps real estate agents and contractors with energy audits and renovation planning, enabling remote energy assessments of buildings using thermodynamic models, public housing data, and AI.","saas, real-estate, climate, renewable-energy, climatetech","Edouard Labarthe, Marc Watine","https://www.linkedin.com/in/edouard-labarthe/, https://www.linkedin.com/in/marc-watine/",2024,3,"Paris, France",https://www.linkedin.com/company/plumefinder
Asterisk,https://asterisk.so,"Asterisk is an AI Hacker for Codebases that automatically finds, verifies, and patches security vulnerabilities in codebases. It performs context-aware scanning to find business logic errors and automates the auditing cycle, generating reports with near-zero false positives. Asterisk has discovered vulnerabilities in major companies like Google and Mastercard.","Artificial Intelligence, SaaS, B2B, Security","Mufeed VH, Asjid Kalam, Vivek R","https://www.linkedin.com/in/mufeed-vh/, https://www.linkedin.com/in/asjidkalam/, https://www.linkedin.com/in/123vivekr/",2024,3,N/A,https://twitter.com/mufeedvh
Thyme,https://www.meetthyme.com/,"Thyme builds the OS for financial advisors that allows them to automatically take notes in meetings, manage their client records with the help of AI, and offer a client portal where clients can track their assets, manage tasks, and even pay for their services.","Artificial Intelligence, Fintech, Finance","Daniel Lantz, Fernando San Martin","https://www.linkedin.com/in/dflantz/, https://linkedin.com/in/fsanmartinjorquera",2024,2,San Francisco,https://www.linkedin.com/company/thyme-yc-s24/
omnidock,https://www.omnidock.com,OS for global e-commerce expansion of brands & manufacturers,e-commerce,"Shayan Zakerzadeh, Christian Kohrs, Sebastian Rödling","https://linkedin.com/in/shayan-zakerzadeh, https://linkedin.com/in/christian-kohrs-a760b2117, https://linkedin.com/in/SebRoe",2024,3,"Berlin, Germany",https://www.omnidock.com
OrgOrg,https://orgorg.com,"Organizational productivity suite for companies that keeps teams productive and healthy regardless of the size of the organization. The suite includes features like Go links, Profiles with Personality, Goal tracking, Branded New Tab, All Hands Q&A, Smart Groups, and On-call scheduling.","b2b, productivity, collaboration, operations",Wayne Crosby,https://www.linkedin.com/in/wcrosby/,2024,2,"Los Altos, CA",https://twitter.com/wcrosby
Azalea Robotics Corporation,https://azalearobotics.com/,"Azalea Robotics automates airport baggage handling with intelligent robot operations, providing state-of-the-art robotic systems that enhance efficiency, reduce mishandling, and improve passenger experience.",Robotics/Airport Automation,"David Millard, John B. Stroud","https://linkedin.com/in/davidrmillard, https://linkedin.com/in/john-b-stroud",2023,2,"Berkeley, CA",https://linkedin.com/company/azalea-robotics
Simplifine,https://www.simplifine.com,"AI-Powered Workspace for Research that equips researchers with AI agents for connecting and analyzing information, capable of running computational experiments and simulations, designed specifically for researchers.","AI-enhanced learning, artificial intelligence, productivity, consumer-products, note-taking","Ege Kaan Duman, Ali Kavoosi","https://www.linkedin.com/in/ege-kaan-duman-445731173/, https://www.linkedin.com/in/alikav/",2024,2,San Francisco,https://www.linkedin.com/company/simplifinecorp/
RunLocal,https://runlocal.ai,"RunLocal helps engineering teams discover, optimize, evaluate and deploy the best on-device AI model for their use case.","Artificial Intelligence, Developer Tools, Machine Learning, DevOps","Ismail Salim, Ivan Chan, Ciarán O' Rourke","https://linkedin.com/in/ismail-salim-cv, https://www.linkedin.com/in/ivan-chan-959610b7/, https://www.linkedin.com/in/ciaran-o-rourke-0a92a7236/",2024,3,San Francisco,https://linkedin.com/company/runlocalai
Anthrogen,https://anthrogen.com,We make molecules like fuels and plastics from the air using genetically modified bacteria and optimized enzymes to turn carbon from the air into cheap chemicals.,Biotechnology,"Ankit Singhal, Vignesh Karthik, Connor Lee","https://www.linkedin.com/in/ankit-singhal-columbia/, https://www.linkedin.com/in/vigkart/, https://www.linkedin.com/in/connor-lee-692a40263",2024,3,"San Francisco, CA, US",https://twitter.com/AnthrogenBio
Sepal AI,https://www.sepalai.com,"Sepal AI works with the world’s leading experts for developing advanced capability training data, expert annotations, and bespoke model evaluations for AI.","Data Development, AI","Robi Lin, Kat Hu, Fedor Paretsky","https://www.linkedin.com/in/robert-lin1/, https://www.linkedin.com/in/kathleenhu/, https://www.linkedin.com/in/f3d0r/",2024,3,San Francisco,https://www.linkedin.com/company/sepalai/
Ultra,https://ultra.tech,"Ultra builds AI-powered robots that automate the dull, repetitive labor still done by people in American warehouses.","hard-tech, robotics, logistics, ai","Jon Miller Schwartz, Max Friefeld, Oliver Ortlieb, Chetan Parthiban","https://www.linkedin.com/in/jmschwartz11, https://www.linkedin.com/in/mfriefeld, https://www.linkedin.com/in/oliverortlieb, https://www.linkedin.com/in/chetan-parthiban",2024,4,New York,https://twitter.com/JMSchwartz11
Blaze,https://blaze.money,Blaze (YC S24) is global Venmo for cross border payments. It's a peer to peer payments app that uses USDC to make payments fast and cheap between any two people anywhere in the world.,"fintech, crypto-web3, payments, finance, travel","Faiyam Rahman, Luc Succès, Igor Zagnienski","https://linkedin.com/in/faiyam-rahman, https://www.linkedin.com/in/lucsucces, https://linkedin.com/in/zagnienski",2023,5,"Mexico City, Mexico",https://x.com/blaze_payments
Clara,https://www.clarahomecare.com/,"Clara is Deel/Rippling for in-home senior care. We provide an all-in-one payroll, tax, and insurance platform for families to directly employ caregivers and a marketplace for them to discover and match with their ideal caregiver.",In-home Care,"Jon Levinson, Ian Gillis","https://www.linkedin.com/in/jonlevinson1/, https://linkedin.com/in/ian-gillis-3a503837",2024,4,San Francisco,https://www.linkedin.com/company/clarahomecare
Glasskube,https://glasskube.dev/,"Software Distribution Platform for On-Prem, Kubernetes, Docker & BYOC","developer-tools, b2b, open-source, kubernetes, devops","Louis Weston, Philip Miglinci","https://www.linkedin.com/in/louisnweston/, https://linkedin.com/in/pmigat",2023,5,"Vienna, Austria",https://www.linkedin.com/company/glasskube/
Parity,https://tryparity.com,"Parity is the AI SRE for Incident Response. We're the first line of defense for on-call engineers working with Kubernetes - Parity autonomously triages, root causes, and heals your cloud infrastructure.","Artificial Intelligence, Developer Tools, B2B, Kubernetes, DevOps","Wilson Spearman, Coleman Smith, Jeffrey Tsaw","https://www.linkedin.com/in/wilsonspearman/, https://www.linkedin.com/in/colemansmith-/, https://www.linkedin.com/in/jeffrey-tsaw-561b35191/",2024,3,San Francisco,https://www.linkedin.com/company/parity-sre
Mito Health,https://mitohealth.com/,AI Preventive Health Provider that uses blood work and scans to tell customers what to do to prevent disease and live longer.,"health-tech, digital-health, consumer-health-services, artificial-intelligence, anti-aging","Ryan Ware, Teeming Chew, Joel Kek, Kenneth Lou","https://www.linkedin.com/in/ryanwarey/, https://www.linkedin.com/in/teemingchew/, https://www.linkedin.com/in/joelkek/, https://www.linkedin.com/in/kenneth-lou/",2023,8,San Francisco,https://sg.linkedin.com/company/mitohealth
Pumpkin,https://www.browsewithpumpkin.com/,A web browser built for human and AI collaboration,ai,Sam Crombie,https://linkedin.com/in/samcrombie,2024,1,San Francisco,https://linkedin.com/in/samcrombie
Cracked,https://www.cracked.so/,"Cracked lets anyone create animations with intuitive text prompts. Our goal is to make motion graphics truly accessible through promptable animation generation. We’re focused on building a motion graphics copilot that not only helps generate ideas, but also brings them to life.","artificial-intelligence, generative-ai, design-tools, automation, ai","Kelly Lu, Anirudh Rahul","https://linkedin.com/in/kellylu1, https://linkedin.com/in/anirudh-rahul-34a2bb195",2024,2,San Francisco,https://twitter.com/skyflylu
FINNY AI,https://www.finnyai.com/,"FINNY is building a new operating system for independent financial advisors, helping them grow by identifying and automating outreach to prospects, thereby enhancing client relationships and reducing inefficient business development efforts.","fintech, machine-learning, finance, sales-enablement, automation","Eden Ovadia, Theodore Janson, Victoria Toli","https://linkedin.com/in/edenovadia, https://linkedin.com/in/theodore-janson, https://linkedin.com/in/victoria-toli",2024,4,New York,https://www.linkedin.com/company/finnyai/
Brighterway,https://www.brighterway.ai/,"Streamlining the record review process for physicians in medlegal exams using AI to highlight relevant information from extensive medical records, saving time and improving efficiency for physicians.","Artificial Intelligence, Health Tech, Healthcare, Legal Tech","Walker Wells, Jason Apostol","https://www.linkedin.com/in/walker-wells-8a85b1198/, https://linkedin.com/in/jason-apostol-063039a5",N/A,4,"San Francisco, CA, US",https://www.brighterway.ai/
Opslane,https://opslane.com,"Opslane speeds up incident resolution by automating work that is performed by short staffed SRE teams. We do this by stitching together relevant context (logs, metrics, traces, code changes and runbooks) to help on-call engineers figure out what's going on.","Artificial Intelligence, Developer Tools, Open Source, Enterprise, DevOps","Amaresh Ray, Abhishek Ray","https://linkedin.com/in/amareshray/, https://linkedin.com/in/abhishek-ray-29210145",2024,2,San Francisco,https://linkedin.com/in/amareshray/
Winford Wealth,https://winfordwealth.com,"The Leading AI Meeting Assistant for Financial Advisors, empowering financial advisors to enhance client experiences with an AI Meeting Assistant that automates notetaking, integrates with CRM and tech stack, and delivers unique analytics to improve work efficiency.","Artificial Intelligence, Finance, Workflow Automation, Productivity, Enterprise Software","Jacob Tucker, Rohan Prashant","https://linkedin.com/in/jacobtucker, https://www.linkedin.com/in/rohanprashant",2024,3,New York,https://linkedin.com/company/winfordwealth
Manaflow,https://manaflow.com,"Manaflow enables businesses to build and automate internal tool workflows involving data, APIs, and actions with AI agents using natural language.","Artificial Intelligence, Developer Tools, B2B, Operations","Austin Wang, Lawrence Chen, Wesley Tjangnaka","https://www.linkedin.com/in/austinwang115/, https://www.linkedin.com/in/lawrencecchen/, https://www.linkedin.com/in/wesleytjangnaka/",2024,3,San Francisco,https://www.linkedin.com/company/manaflow-ai
Paradome,https://paradome.com,"Paradome delivers rapid prototyping, deployment, and optimization of AI automations for government agencies, enabling agencies to spend time and money on iteration rather than development.","govtech, ai","Greg Volynsky, Sam Damashek","https://www.linkedin.com/in/greg-volynsky-3b863177/, https://linkedin.com/in/sdamashek",2024,3,New York,https://www.linkedin.com/in/greg-volynsky-3b863177/
Vendra,https://vendra.io/,"AI copilot for hardware teams working with vendors. Vendra uses AI to automate project management and information lookup when working with vendors and suppliers, allowing hardware teams to focus on building and shipping products without changing existing workflows.","artificial-intelligence, hardware, saas, b2b, collaboration","Shan Mohta, Anish Bhardwaj","https://www.linkedin.com/in/shanmohta/, https://www.linkedin.com/in/anish-b-00109695/",2024,2,San Francisco,https://www.linkedin.com/company/vendra-hq/
Evolvere BioSciences,https://www.evolverebiosciences.com/,Making Next-Generation Antibiotics that Outpace Bacterial Evolution,Biotech,"Adam Winnifrith, Piotr Jedryszek, Weronika Ślesak","https://linkedin.com/in/adam-winnifrith-b438ab182, https://linkedin.com/in/piotr-jedryszek-085991180, https://linkedin.com/in/weronika-slesak",2021,3,"Oxford, United Kingdom",https://www.evolverebiosciences.com/
Syntra,https://www.syntra.com,"Syntra is the all-in-one solution for private practice doctors. Our operating system includes a personalized EHR that automates administrative tasks for doctors, such as patient intake, scribing, billing, and inventory management.",Healthcare Technology,"Ayush Jain, Aniketh Kolla","https://linkedin.com/in/ayushjain04, https://www.linkedin.com/in/aniketh-kolla-1043b01a0/",2024,2,N/A,https://x.com/SyntraMD
Dataleap,https://dataleap.ai/,"Dataleap is a GenAI-powered market research platform for management consulting firms and corporate strategy departments, combining the natural language interface from ChatGPT with trusted, verifiable market data from best-in-class data providers.","generative-ai, marketplace, market-research, enterprise-software, ai-assistant","Jan Damm, Jan-Hendrik Ruettinger","https://linkedin.com/in/jandamm, https://linkedin.com/in/janruettinger",2023,2,San Francisco,https://linkedin.com/company/dataleap-inc/
Cartage,https://cartage.ai,"Cartage is the future of freight coordination. Transparent, tech-driven and eliminating the need for human coordinators.","machine-learning, workflow-automation, logistics, supply-chain, ai","Abdul Basharat, Josh Lampen, Harman Sahota","https://www.linkedin.com/in/abashara/, https://www.linkedin.com/in/joshlampen/, https://www.linkedin.com/in/harmansahota/",2023,8,San Francisco,https://www.linkedin.com/company/cartage-ai
Remade,https://www.remade.ai/,"Remade uses AI to scale hyper-personalized video generation for marketplaces. Their web application transforms basic, low-quality photos of any product into professional video hooks, helping businesses automate their visual content marketing.","Artificial Intelligence, SaaS, B2B, Social Media, Marketing","Alex Matthews, Christos Antonopoulos, Blendi Bylygbashi, Rehan Sheikh","https://www.linkedin.com/in/alex-matthews-1b282918b/, https://www.linkedin.com/in/christos-antonopoulos-6534031b0/, https://www.linkedin.com/in/blendibylygbashi/, https://www.linkedin.com/in/rehan-sheikh-1102",2024,4,San Francisco,https://www.linkedin.com/company/104217651
Willow,https://seewillow.com/,"Willow is an AI-powered revenue cycle management software that maximizes reimbursement by converting complex clinical paperwork into accurate diagnoses and ICD codes, addressing revenue cycle challenges in long-term care.","Artificial Intelligence, Health-tech, B2B, Healthcare, Health Insurance",Allan Guo,https://www.linkedin.com/in/allan-guo/,2024,4,Palo Alto,https://www.linkedin.com/in/allan-guo/
Saphira AI,https://saphira.ai,"Saphira is the easiest way for hardware products to get safety certified and reach market faster, such as industrial robots and heavy machinery.","Hardware, Compliance, Safety Certification","Akshay Chalana, Oscar Avatare",N/A,2024,2,"San Francisco, CA, US / Remote (US)",https://saphira.ai
Conveo,https://conveo.ai/,"Conveo is an AI-powered platform for conducting and analyzing qualitative research through in-depth video and voice interviews. We help marketing, insights, product, and design teams gather customer insights 100x faster and at a fraction of the cost.","saas, feedback, market-research, enterprise-software, conversational-ai","Dieter De Mesmaeker, Hendrik Van Hove","https://www.linkedin.com/in/dieterdemesmaeker/, https://linkedin.com/in/hendrik-van-hove",2024,5,"Antwerp, Belgium",https://www.linkedin.com/company/conveo-ai/
Moreta,https://moretapay.com,"Payments made easy for international travelers. At Moreta, we simplify payments for international travelers, letting you pay for anything using just your phone. Transparent fees.","fintech, payments, consumer, travel","Walid Mahd, Sam Yu","https://www.linkedin.com/in/walidmahd/, https://linkedin.com/in/yu-sam",2024,3,San Francisco,https://www.linkedin.com/company/moretapay
Elevate,https://www.useelevate.dev/,"AI-powered data transformations for roll-ups. We use AI to streamline data integrations for mergers & acquisitions (M&A), with a focus on private equity (PE)-backed roll-ups. We take messy data (e.g., customer, financial, operational) that sits across disparate systems in different formats and use LLMs to unify, clean, and enrich it. Our approach expedites speed to value capture post-acquisition without distracting management teams or requiring expensive data engineering resources.","AI, Finance, B2B, Automation",Scott Cara,https://www.linkedin.com/in/scott-cara-31829041/,2024,2,New York,https://twitter.com/scara29
Moonglow,https://moonglow.ai,"Moonglow is a fully-managed platform for building browser agents. Users record their workflow once, and then our platform builds, deploys and scales browser agents that automate their repetitive workflows.","developer-tools, machine-learning, robotic-process-automation, infrastructure, ai","Leila Clark, Trevor Chow","https://www.linkedin.com/in/leila-clark-898548131, https://www.linkedin.com/in/tmychow/",2024,2,San Francisco,https://twitter.com/leilavclark
Conductor Quantum,https://www.conductorquantum.com,Quantum computers on silicon chips using AI. Conductor Quantum is using AI software to create qubits in semiconductor chips to build quantum computers at scale.,"hard-tech, machine-learning, quantum-computing, semiconductors, ai","Brandon Severin, Joel Pendleton","https://www.linkedin.com/in/brandon-severin/, https://www.linkedin.com/in/joelpendleton/",2024,2,San Francisco,https://www.linkedin.com/company/conductorquantum/
Frontio - by NextUI,https://frontio.ai,Frontio simplifies frontend creation by automating design systems and is building a complete frontend-as-a-service platform.,"developer-tools, saas, design-tools, ai",Junior Garcia,https://www.linkedin.com/in/jrgarciadev/,2023,3,San Francisco,https://www.linkedin.com/company/nextui-org/
Tandem,https://tandem.space/,Marketplace to help companies lease and share office space.,"marketplace, real-estate, b2b","Rafi Sands, Brendan Suh","https://linkedin.com/in/rafisands, https://linkedin.com/in/brendansuh",2023,12,San Francisco,https://linkedin.com/company/tandemspace
FirstWork,https://firstwork.com,Firstwork is a next-generation HR platform designed specifically for companies with dynamic workforce needs. Our mission is to streamline and automate key HR processes to help businesses operate more efficiently and effectively.,"saas, human-resources, workflow-automation, compliance, ai","Vardhan Kapoor, Shubham Choudhary","https://www.linkedin.com/in/vardhan-kapoor/, https://www.linkedin.com/in/shubhamtech/",2024,9,San Francisco,https://www.linkedin.com/company/firstworkhr/
Dimely,https://dimely.com/,"Dimely builds AI agents for B2B SaaS finance teams. Our agents automate and bring visibility to time-consuming and error-prone finance workflows so teams can stay lean and audit-ready. We do this by completing, logging, and reconciling the data work, including converting contracts to invoices, calculating overages, reconciling payments, and streamlining revenue recognition.","Artificial Intelligence, FinOps, B2B, Automation, Billing","David Pang, Peter Sun","https://linkedin.com/in/davidnpang, https://linkedin.com/in/p2sun",2024,2,San Francisco,https://linkedin.com/company/usedimely
Stack Auth,https://stack-auth.com,"Stack is the open-source authN, authZ, and user management platform. We build for devs who want to iterate quickly, offering both managed auth and self-hosting.",Open Source Software,"Konstantin Wohlwend, Zai Shi","https://www.linkedin.com/in/stan-wohlwend-b30340167/, https://www.linkedin.com/in/zaishi",2024,3,N/A,https://github.com/stack-auth/stack
Educato AI,https://www.educato.ai/,"Educato builds exam prep platforms worldwide using AI. Online exam prep has existed for decades, yet the big players all target the same top 10 exams in the US. The reality is that most exams around the world still have little to no quality online prep material, including many taken by hundreds of thousands of students each year. Educato uses AI to generate high-quality prep content for these exams.","Education, EdTech, Artificial Intelligence","Codrut Lemeni, Felix Gabler, Pierre-Louis Monnot","https://linkedin.com/in/codrut-l-328331134, https://linkedin.com/in/felix-gabler, https://www.linkedin.com/in/plmonnot/",2024,3,San Francisco,https://www.linkedin.com/company/educato-ai/
Sensei,https://senseirobotics.com,Sensei helps robotics companies scale and outsource their training data collection. Our hardware platform enables the collection of human-demonstration data at a tenth of the cost and twice the speed of current teleop approaches. Our software platform acts like Scale AI for robotics data: a large network of paid human operators use our low-cost collection platform to fulfill data-generation requests.,"artificial-intelligence, hard-tech, marketplace, robotics, data-engineering","Anubhav Guha, John Piotti","https://www.linkedin.com/in/anubhav-guha-886445129/, https://www.linkedin.com/in/john-piotti-51a67412a/",2024,2,San Francisco,https://senseirobotics.com
Lucible,https://luciblefi.com,"Lucible is a combined checking and investment account that allows you to invest 100% of your money while still being able to spend it. Whenever you spend, we issue a loan in real time, using your investments as collateral, to cover the cost. This is the most capital and tax efficient way to manage your money. It's what the ultra wealthy already do to finance large purchases, and now you can do it for every day spending.","fintech, investing, neobank","Toby Hirsch, Victor Lin","https://www.linkedin.com/in/tobin-hirsch/, https://www.linkedin.com/in/vlin02/",2024,2,N/A,N/A
Quetzal,https://getquetzal.com/,"Simple, LLM-first translation and internationalization for software","artificial-intelligence, saas, enterprise-software, international","John Thompson, Brendan Agliardo","https://linkedin.com/in/jthompson4004,N/A",2024,2,"Oakland, CA",https://www.ycombinator.com/companies/quetzal
Cerulion,https://www.cerulion.com,Open source operating system for robots,Robotics,"Lakshay Sharma, Se Hwan Jeon","https://www.linkedin.com/in/lakshay2010sharma/, https://www.linkedin.com/in/sehwan-jeon/",2024,2,"Santa Clara, CA, US",https://x.com/CerulionInc
BeeBettor,https://beebettor.com,BeeBettor makes sports betting simple. It aggregates all customer accounts into one app and automatically gives sports bettors the best price.,Sports Betting,"Jordan Murphy, Matthew Wolfe","https://linkedin.com/in/jordan-murphy-645319178, https://www.linkedin.com/in/mathyou-wolfe",2024,2,N/A,https://linkedin.com/company/beebettor
Presti AI,https://www.presti.ai/,Helping furniture companies create product visuals with AI,"Artificial Intelligence, B2B, E-commerce, AI","Nabil Toumi, Saad Bencherif, Hamza Bennis, Abdellah Lamrani Alaoui","https://linkedin.com/in/nabil-toumi-b58b0084, https://linkedin.com/in/bencherifs, https://linkedin.com/in/hamza-bennis-143635a6, https://linkedin.com/in/abdellah-lamrani-alaoui-6288a4a6",2022,7,"Paris, IDF, FR / Remote (US)",https://www.linkedin.com/company/presti-ai/
Benchify,https://www.benchify.com,Benchify is a code review tool that uncovers real bugs by rigorously testing code using methods typically restricted to rocket science and chip design.,"developer-tools, generative-ai, enterprise-software","Juan Castaño, Max von Hippel","https://www.linkedin.com/in/juan-castano97/, https://www.linkedin.com/in/max-von-hippel-3b90742a8/",2024,2,San Francisco,https://www.benchify.com
Starcloud,https://www.starcloud.com/,"Starcloud is building a network of megawatt-scale data centers in space, scalable to gigawatt capacity, to train large models like GPT6. They are in partnership with NVIDIA's Inception Program and will launch their demonstrator satellite in July 2025.","hard-tech, satellites, climate, cloud-computing, ai","Philip Johnston, Ezra Feilden, Adi Oltean","https://www.linkedin.com/in/philipjohnst, https://www.linkedin.com/in/ezrafeilden, https://www.linkedin.com/in/adioltean",2024,4,"Redmond, WA",https://x.com/starcloud_inc1
Promi,https://www.usepromi.com/,"Promi is an AI-powered price and discount optimization platform. We help eCommerce merchants personalize their sales to generate additional revenue and profit. Promi leverages store data to optimize discounts at a more granular level, dynamically determining the best value across each product, for different users, at different times in order to maximize sales and profit.","E-commerce, AI","Peter Moot, Jiaxin Lin","https://www.linkedin.com/in/petermoot/, https://www.linkedin.com/in/jiaxinlin/",2024,2,"San Francisco, CA, US / Sunnyvale, CA, US",https://www.linkedin.com/company/promi-discounts
Seals AI,https://www.hireseals.ai/,"Seals is a suite of AI Employees for Wholesalers & Distributors that automate manual repetitive tasks such as quoting, taking orders, collecting payments, and entering data into ERPs, aiming to convert a significant portion of payroll expenses into software spending.","artificial intelligence, saas, b2b","Luis Mario Garcia, Heber Garza, Javier Gonzalez, Fernando Huerta","https://www.linkedin.com/in/luismariogarcia/, https://www.linkedin.com/in/huriegas/, https://www.linkedin.com/in/javiergzz/, https://www.linkedin.com/in/fernando-huerta-zuniga/",2024,4,San Francisco,https://x.com/luismariogm
General Analysis,https://generalanalysis.com,"General Analysis provides a comprehensive suite of AI safety tools, including red-teaming frameworks, interpretability techniques, and more. As AI systems become increasingly capable, their deployment in high-stakes environments poses significant risks—financial, ethical, and otherwise—where errors can lead to substantial consequences. We offer access to novel tools and methodologies designed to systematically find model failure-modes and enhance model robustness.","artificial-intelligence, saas, trust-&-safety",Rez Havaei,https://www.linkedin.com/in/rez-havaei,2024,2,San Francisco,https://github.com/General-Analysis/GA
Proxis,https://www.proxis.ai/,"The developer platform for LLM distillation and serving, unlocking production ready models at 1/10th the cost.","Artificial Intelligence, Generative AI, Cloud Computing, AI",Liam Collins,https://www.linkedin.com/in/liam-collins-/,2024,1,San Francisco,https://www.linkedin.com/company/proxis-ai/
ReactWise,https://www.reactwise.com/,AI Co-Pilot for Chemical Process Optimization,Pharmaceuticals/Biotechnology,"Alexander Pomberger, Daniel Wigh","https://linkedin.com/in/apomberger, https://linkedin.com/in/daniel-wigh",2024,2,San Francisco,https://www.reactwise.com/
Kastle,https://kastle.ai/,"Kastle is an AI voice agent for mortgage servicing. We help servicers collect payments, verify new borrowers, and qualify new loan inquiries over the phone.","AI, Mortgage Servicing","Rishi Choudhary, Nitish Poddar","https://www.linkedin.com/in/choudharyrishi/, https://www.linkedin.com/in/nitish-poddar/",2024,2,"San Francisco, CA, US",https://www.linkedin.com/company/kastleai/
Arva AI,https://www.arva.ai,AI enabled business verification for banks and fintechs,Fintech,"Rhim Shah, Oli Wales","https://linkedin.com/in/rhim-shah, https://linkedin.com/in/oliverfwales",2024,3,"London, England, GB",https://www.linkedin.com/company/arva-ai/
AnswerGrid,https://answergrid.ai/,AnswerGrid is an AI-powered enterprise search platform purpose-built for consultants to leverage their firm’s institutional knowledge.,"Artificial Intelligence, Generative AI, Productivity","Bolu Ben-Adeola, Noah Öhrner","https://www.linkedin.com/in/ben-adeola, https://www.linkedin.com/in/noah-ohrner",2024,2,San Francisco,https://www.linkedin.com/company/answergrid/
Unriddle,https://www.unriddle.ai/,"AI for researchers, students and scientists. We build tools to help people think and work better. Today, Unriddle helps researchers and students quickly find insights in documents, video and audio so they can learn and write faster.","AI, Consumer, B2B",Naveed Janmohamed,https://linkedin.com/in/naveedjanmo,2023,5,San Francisco,https://twitter.com/naveedjanmo
Focus Buddy,https://www.focusbuddy.ai/,AI Productivity Coach you speak with while working to stay focused…,"artificial-intelligence, consumer, productivity, mental-health, conversational-ai","Adnan Sherif, Yash Ramchandani","https://www.linkedin.com/in/adnan-sherif-as/, https://www.linkedin.com/in/yashmr/",2024,2,San Francisco,https://www.linkedin.com/in/adnan-sherif-as/
